"","LFWA64TTUSM647S","PAYEMS","ratio"
"2000-01-01",178259552.811672,163775000,0.918744591337696
"2000-02-01",178323587.64884,163920000,0.919227804696236
"2000-03-01",178496816.491671,164511250,0.921648090052499
"2000-04-01",178596547.856669,164875000,0.923170139505266
"2000-05-01",178745268.817932,165147500,0.92392655253
"2000-06-01",179023291.215438,165098750,0.92221938765118
"2000-07-01",179256322.351454,165308750,0.922192019960623
"2000-08-01",179348660.100635,165300000,0.921668441276606
"2000-09-01",179526594.393467,165455000,0.921618329356672
"2000-10-01",179745468.650902,165456250,0.920503038223154
"2000-11-01",179927005.879078,165712500,0.920998485971411
"2000-12-01",180176647.022015,165902500,0.920776930540444
"2001-01-01",180371152.172013,165890000,0.919714699398256
"2001-02-01",180574621.807809,166005000,0.919315230114031
"2001-03-01",180738053.065341,165951250,0.918186553331991
"2001-04-01",180900519.416231,165593750,0.91538570776012
"2001-05-01",181045997.533693,165532500,0.914311844807252
"2001-06-01",181325638.606286,165390000,0.912115910751666
"2001-07-01",181562875.942779,165233750,0.910063520100192
"2001-08-01",181795909.043558,165053750,0.907906843824816
"2001-09-01",181982727.333537,164738750,0.905243878986755
"2001-10-01",182169502.349219,164335000,0.902099406765517
"2001-11-01",182386206.566239,163947500,0.898902954815597
"2001-12-01",182546110.274427,163746250,0.897013087563659
"2002-01-01",182570594.018489,163585000,0.896009573061003
"2002-02-01",182811586.209653,163440000,0.894035238076009
"2002-03-01",183068861.762604,163415000,0.892642246347223
"2002-04-01",183298495.051246,163295000,0.890869289212367
"2002-05-01",183503051.800726,163308750,0.889951139217805
"2002-06-01",183706798.897342,163368750,0.889290712050852
"2002-07-01",183894173.193858,163255000,0.887766029584306
"2002-08-01",184177228.329829,163253750,0.886394868032443
"2002-09-01",184319244.021149,163155000,0.88517615654543
"2002-10-01",184466406.628807,163303750,0.885276365406783
"2002-11-01",184680058.503177,163290000,0.884177757595799
"2002-12-01",184764143.415549,163110000,0.882801159276629
"2003-01-01",185634129.922308,163245000,0.879391090788756
"2003-02-01",185889948.769488,163076250,0.877273091307492
"2003-03-01",186186139.3883,162807500,0.874434050434105
"2003-04-01",186433564.321676,162742500,0.872924897360225
"2003-05-01",186682326.041154,162762500,0.871868823640643
"2003-06-01",186841519.423415,162761250,0.87111928067313
"2003-07-01",187046400.510813,162758750,0.870151735374298
"2003-08-01",187320379.066984,162708750,0.868612111562175
"2003-09-01",187480222.929379,162848750,0.868618286534376
"2003-10-01",187669048.758833,163091250,0.869036482460051
"2003-11-01",187892976.557523,163112500,0.868113875188216
"2003-12-01",188046013.87706,163256250,0.868171819407632
"2004-01-01",187663820.105355,163483750,0.871152201357831
"2004-02-01",187890163.087752,163555000,0.870481973681685
"2004-03-01",188096324.090097,163945000,0.871601296798715
"2004-04-01",188286781.070762,164282500,0.87251212786021
"2004-05-01",188523694.553377,164637500,0.873298713936385
"2004-06-01",188680376.561867,164758750,0.873216139389974
"2004-07-01",188828198.846985,164830000,0.872909877902126
"2004-08-01",189041856.831357,164943750,0.872525020462242
"2004-09-01",189210364.095183,165140000,0.87278517109626
"2004-10-01",189425943.462897,165582500,0.874127888572099
"2004-11-01",189583285.150411,165651250,0.873765057233691
"2004-12-01",189792699.63872,165805000,0.87361105203529
"2005-01-01",190009719.376486,165988750,0.873580312337124
"2005-02-01",190152288.09321,166312500,0.874627918852472
"2005-03-01",190340782.866343,166465000,0.874562968026098
"2005-04-01",190519612.554331,166920000,0.876130272165019
"2005-05-01",190711002.12405,167132500,0.876365275933514
"2005-06-01",190925887.327894,167446250,0.877022243256252
"2005-07-01",191088782.568708,167892500,0.878609920180074
"2005-08-01",191218995.91932,168146250,0.879338630514225
"2005-09-01",191449662.276433,168228750,0.878710090159864
"2005-10-01",191667095.713301,168341250,0.878300207834358
"2005-11-01",191891218.338192,168765000,0.879482664509253
"2005-12-01",192167856.911519,168960000,0.879231327837492
"2006-01-01",192359342.752105,169307500,0.880162603893838
"2006-02-01",192529674.302827,169691250,0.881377120770979
"2006-03-01",192655590.673374,170078750,0.882812429193137
"2006-04-01",192752946.17401,170276250,0.883391166671357
"2006-05-01",192901031.282607,170326250,0.882972210503457
"2006-06-01",193107901.89206,170427500,0.882550627551546
"2006-07-01",193291691.58538,170672500,0.882978976489588
"2006-08-01",193424226.92203,170891250,0.883504888293476
"2006-09-01",193569425.31865,171075000,0.88379143409854
"2006-10-01",193718709.482246,171087500,0.883174890320441
"2006-11-01",193930978.531549,171352500,0.883574668149906
"2006-12-01",194220920.4336,171585000,0.883452717745003
"2007-01-01",194898337.983363,171866250,0.881825118563458
"2007-02-01",195100146.833119,171966250,0.881425528331832
"2007-03-01",195233244.283163,172262500,0.882342044934486
"2007-04-01",195241270.817885,172325000,0.882625887846937
"2007-05-01",195354189.945017,172515000,0.883088302577768
"2007-06-01",195573138.222186,172610000,0.882585418268954
"2007-07-01",195690231.48958,172568750,0.881846521854561
"2007-08-01",195823438.232105,172540000,0.881099839517128
"2007-09-01",196009132.731193,172642500,0.88078804081421
"2007-10-01",196081706.783522,172737500,0.880946534144083
"2007-11-01",196225264.483481,172873750,0.88099639185123
"2007-12-01",196497742.359414,173011250,0.880474492595162
"2008-01-01",196029992.638691,173027500,0.88265829973739
"2008-02-01",196199928.433282,172925000,0.881371371441674
"2008-03-01",196298324.584913,172865000,0.880623919564956
"2008-04-01",196261154.777801,172570000,0.879287601234064
"2008-05-01",196395033.837275,172340000,0.877517097213334
"2008-06-01",196575239.927426,172132500,0.87565707697241
"2008-07-01",196639247.41538,171885000,0.874113394244796
"2008-08-01",196852573.445506,171536250,0.871394500958789
"2008-09-01",196981066.708868,170961250,0.867907016935163
"2008-10-01",197106380.761154,170360000,0.864304845647974
"2008-11-01",197279816.635864,169451250,0.85893860248649
"2008-12-01",197419290.693513,168571250,0.853874256197695
"2009-01-01",196966917.904215,167592500,0.850866235727465
"2009-02-01",197068136.264215,166665000,0.845722718849624
"2009-03-01",197250293.027426,165661250,0.839852998225793
"2009-04-01",197579625.732524,164793750,0.834062466658843
"2009-05-01",197749298.294644,164363750,0.831172355186313
"2009-06-01",197730927.300928,163782500,0.828309977784802
"2009-07-01",197911829.827685,163356250,0.825399119103839
"2009-08-01",198240535.125114,163126250,0.822870307008844
"2009-09-01",198375176.599472,162823750,0.820786918963899
"2009-10-01",198543622.691,162576250,0.818843978952791
"2009-11-01",198559349.588941,162591250,0.818854666559885
"2009-12-01",198499711.110404,162255000,0.817406731185392
"2010-01-01",198141328.645459,162258750,0.818904118132442
"2010-02-01",198276093.161334,162143750,0.817767525145184
"2010-03-01",198502370.17129,162368750,0.817968822537938
"2010-04-01",198936030.18228,162665000,0.817674907109357
"2010-05-01",199073935.385228,163332500,0.820461501823105
"2010-06-01",199073923.88733,163162500,0.819607595077822
"2010-07-01",199234968.2721,163052500,0.818392982989388
"2010-08-01",199449841.887991,163046250,0.817479966173977
"2010-09-01",199584607.519054,162966250,0.816527146185068
"2010-10-01",199790395.983775,163302500,0.817369119250666
"2010-11-01",199825570.425353,163456250,0.817994662305047
"2010-12-01",199805728.984204,163548750,0.818538841861384
"2011-01-01",199159355.802469,163573750,0.821320943427013
"2011-02-01",199306233.782831,163840000,0.822051557998553
"2011-03-01",199482934.149665,164130000,0.822777149833073
"2011-04-01",199816108.88321,164531250,0.823413341995196
"2011-05-01",199934534.290386,164650000,0.823519561462361
"2011-06-01",199972741.359279,164943750,0.82483116888244
"2011-07-01",200125103.698392,165020000,0.824584207330137
"2011-08-01",200194306.763307,165172500,0.825060925410262
"2011-09-01",200232597.080133,165467500,0.826376436269165
"2011-10-01",200364741.145917,165722500,0.827104105503829
"2011-11-01",200272995.315607,165887500,0.82830688050868
"2011-12-01",200218894.670676,166142500,0.829804301303703
"2012-01-01",201086760.80505,166586250,0.828429725224439
"2012-02-01",201121087.185214,166913750,0.829916705085667
"2012-03-01",201204318.469154,167211250,0.831051993675944
"2012-04-01",201406982.538925,167315000,0.830730880780977
"2012-05-01",201427016.570191,167438750,0.831262622318853
"2012-06-01",201471226.893874,167528750,0.831526926116585
"2012-07-01",201531431.451149,167720000,0.832227503135932
"2012-08-01",201562653.316979,167932500,0.833152854640726
"2012-09-01",201578572.963841,168168750,0.834259056046428
"2012-10-01",201618371.869652,168366250,0.83507394905882
"2012-11-01",201646445.33454,168563750,0.83593712609387
"2012-12-01",201691405.662999,168860000,0.837219610051922
"2013-01-01",201797841.554144,169103750,0.837985920452118
"2013-02-01",201929854.107853,169452500,0.83916516826429
"2013-03-01",201983606.933147,169622500,0.8397834981536
"2013-04-01",202201000.182759,169862500,0.840067555780981
"2013-05-01",202236107.184957,170142500,0.84130624530067
"2013-06-01",202324204.525307,170368750,0.842058172919642
"2013-07-01",202326530.529622,170500000,0.842697196228735
"2013-08-01",202444427.149009,170802500,0.843700675812039
"2013-09-01",202534783.562718,171038750,0.844490743719758
"2013-10-01",202558859.562113,171320000,0.845778853466867
"2013-11-01",202629077.061525,171653750,0.847132862120673
"2013-12-01",202608860.818759,171737500,0.847630746779754
"2014-01-01",202580632.077918,171958750,0.848841018196942
"2014-02-01",202664983.606969,172168750,0.849523913484183
"2014-03-01",202704880.427483,172481250,0.850898358422626
"2014-04-01",202817132.457995,172890000,0.852442778894958
"2014-05-01",202888864.588953,173166250,0.853502977360684
"2014-06-01",203004588.344048,173571250,0.85501146262682
"2014-07-01",203032785.209416,173855000,0.856290277556303
"2014-08-01",203179242.375273,174090000,0.856829654273712
"2014-09-01",203173424.9491,174478750,0.858767577716974
"2014-10-01",203232942.018443,174801250,0.860102935399799
"2014-11-01",203359125.913491,175158750,0.861327217124805
"2014-12-01",203346056.409563,175495000,0.863036161598985
"2015-01-01",203947217.040849,175761250,0.861797736444702
"2015-02-01",204015787.332421,176071250,0.863027574003925
"2015-03-01",204001077.547962,176167500,0.863561615053636
"2015-04-01",204042404.366765,176542500,0.86522456225651
"2015-05-01",204190545.399704,176941250,0.866549671306459
"2015-06-01",204292602.923635,177153750,0.867156947754102
"2015-07-01",204363823.542873,177520000,0.868646891228077
"2015-08-01",204484298.316079,177672500,0.86888089434312
"2015-09-01",204474741.904612,177838750,0.869734561557545
"2015-10-01",204557378.1868,178262500,0.871454755531782
"2015-11-01",204650008.997611,178556250,0.872495686047511
"2015-12-01",204669488.618908,178906250,0.874122719547715
"2016-01-01",205170189.470332,179018750,0.872537820733876
"2016-02-01",205223551.63906,179308750,0.873724036875465
"2016-03-01",205243009.883796,179601250,0.875066342584267
"2016-04-01",205326252.874406,179865000,0.875996115849929
"2016-05-01",205384304.679569,179883750,0.875839808113119
"2016-06-01",205481089.77915,180236250,0.877142758945443
"2016-07-01",205590559.901738,180656250,0.878718605009611
"2016-08-01",205642838.218912,180825000,0.879315815547669
"2016-09-01",205685336.447511,181162500,0.880774989257589
"2016-10-01",205795473.32395,181322500,0.88108109022677
"2016-11-01",205849694.930638,181535000,0.881881316662476
"2016-12-01",205915940.609869,181803750,0.882902748867062
"2017-01-01",205380082.024522,182118750,0.886740078223629
"2017-02-01",205420465.686118,182295000,0.887423750068537
"2017-03-01",205400577.338527,182453750,0.888282556768535
"2017-04-01",205348220.181781,182720000,0.88980561817507
"2017-05-01",205397331.977089,182880000,0.890371838035361
"2017-06-01",205541231.454495,183166250,0.891141153061309
"2017-07-01",205637118.817369,183421250,0.891965667749413
"2017-08-01",205645409.89429,183655000,0.893066371354489
"2017-09-01",205639273.702585,183677500,0.893202434986479
"2017-10-01",205662184.072533,184002500,0.894683195307825
"2017-11-01",205708565.433734,184277500,0.895818312725351
"2017-12-01",205820156.38296,184495000,0.8963893684772
"2018-01-01",206368589.244753,184708750,0.895042945614827
"2018-02-01",206390570.910005,185121250,0.896946256719842
"2018-03-01",206394087.779731,185348750,0.898033233383162
"2018-04-01",206356178.130756,185593750,0.899385478453666
"2018-05-01",206370137.083559,185931250,0.900960054723018
"2018-06-01",206494170.681921,186258750,0.902004881711207
"2018-07-01",206516326.869528,186481250,0.902985506408964
"2018-08-01",206545428.934638,186833750,0.904564922901897
"2018-09-01",206597282.569425,186968750,0.904991332290012
"2018-10-01",206625648.710136,187315000,0.90654282839191
"2018-11-01",206678212.879386,187560000,0.907497686316152
"2018-12-01",206808695.479389,187843750,0.908297156290128
"2019-01-01",206274858.357756,188233750,0.91253850080718
"2019-02-01",206322091.88045,188275000,0.912529522573341
